,0,1,2,3
1667,6/12/2013,9-5-7,8-1-9,7-5-5
1668,6/13/2013,3-0-3,3-5-7,8-3-9
1669,6/14/2013,6-8-9,7-6-2,9-1-3
1670,6/15/2013,3-5-4,5-4-6,9-8-5
1671,6/16/2013,8-2-4,9-4-8,1-3-2
1672,6/17/2013,7-1-3,5-4-9,9-5-9
1673,6/18/2013,7-1-9,2-9-6,9-7-5
1674,6/19/2013,2-5-7,1-9-8,6-5-1
1675,6/20/2013,1-9-5,2-2-1,7-0-4
1676,6/21/2013,5-9-6,6-5-1,7-5-4
1677,6/22/2013,6-3-7,3-6-7,1-6-3
1678,6/23/2013,1-7-3,2-1-7,7-8-4
1679,6/24/2013,4-7-0,5-3-1,5-7-3
1680,6/25/2013,5-5-7,7-2-3,4-6-1
1681,6/26/2013,7-9-0,0-1-3,8-0-5
1682,6/27/2013,8-3-9,4-4-3,0-3-6
1683,6/28/2013,8-5-0,1-5-7,8-5-8
1684,6/29/2013,6-9-6,9-7-2,0-4-1
1685,6/30/2013,3-0-7,1-7-0,1-2-9
1686,JULY,11AM,4PM,9PM
1687,7/1/2013,4-6-6,0-0-1,4-1-9
1688,7/2/2013,3-7-2,5-6-0,5-4-8
1689,7/3/2013,3-6-2,3-4-1,1-9-9
1690,7/4/2013,1-5-5,2-3-0,3-5-7
1691,7/5/2013,8-1-3,4-2-3,6-9-7
1692,7/6/2013,1-1-9,2-3-8,6-5-2
1693,7/7/2013,2-1-4,6-6-1,4-0-5
1694,7/8/2013,9-4-3,8-9-8,5-3-2
1695,7/9/2013,0-9-7,6-3-7,3-4-4
1696,7/10/2013,6-8-1,7-7-7,2-8-7
1697,7/11/2013,1-2-9,6-1-5,0-4-7
1698,7/12/2013,6-1-6,0-5-8,0-7-6
1699,7/13/2013,3-0-2,0-6-3,3-7-6
1700,7/14/2013,4-3-5,6-9-1,7-7-8
1701,7/15/2013,2-7-8,0-9-4,9-9-2
1702,7/16/2013,9-5-5,0-4-4,0-2-0
1703,7/17/2013,8-4-7,4-7-9,7-6-2
1704,7/18/2013,1-2-1,0-6-3,3-3-2
1705,7/19/2013,2-7-1,1-5-8,6-4-4
1706,7/20/2013,0-1-4,7-3-8,8-2-9
1707,7/21/2013,6-8-4,8-7-6,1-5-9
1708,7/22/2013,8-8-6,6-8-8,0-1-1
1709,7/23/2013,2-5-9,1-1-5,7-4-0
1710,7/24/2013,5-2-5,8-3-8,1-3-2
1711,7/25/2013,8-5-6,7-7-8,2-0-1
1712,7/26/2013,1-6-9,4-0-9,9-1-5
1713,7/27/2013,4-8-1,4-1-5,2-9-9
1714,7/28/2013,6-1-9,9-8-9,3-6-1
1715,7/29/2013,9-1-5,2-8-5,1-8-7
1716,7/30/2013,2-2-7,7-8-4,8-8-4
1717,7/31/2013,9-5-0,6-0-3,5-8-5
1718,AUGUST,11AM,4PM,9PM
1719,8/1/2013,6-8-8,0-3-5,2-2-1
1720,8/2/2013,3-0-1,2-7-2,1-0-8
1721,8/3/2013,2-5-3,2-4-5,6-6-6
1722,8/4/2013,9-7-5,7-2-4,7-0-4
1723,8/5/2013,7-6-6,8-3-4,0-1-9
1724,8/6/2013,6-2-8,3-6-4,9-3-5
1725,8/7/2013,1-5-4,4-2-6,3-6-7
1726,8/8/2013,4-1-1,8-7-7,7-9-3
1727,8/9/2013,2-1-1,9-4-1,5-9-4
1728,8/10/2013,8-2-7,2-9-6,8-1-8
1729,8/11/2013,2-7-0,3-8-5,7-7-9
1730,8/12/2013,9-8-9,4-3-6,2-8-0
1731,8/13/2013,6-2-8,2-1-3,3-2-0
1732,8/14/2013,3-8-2,3-9-7,6-7-1
1733,8/15/2013,5-0-0,3-0-0,8-0-4
1734,8/16/2013,0-4-8,8-3-4,4-3-1
1735,8/17/2013,5-7-2,3-8-4,3-4-5
1736,8/18/2013,9-0-0,7-9-3,7-1-9
1737,8/19/2013,0-4-0,1-4-3,7-7-3
1738,8/20/2013,5-8-2,4-2-2,3-4-1
1739,8/21/2013,7-4-7,6-1-7,3-5-0
1740,8/22/2013,6-1-8,7-8-7,3-8-8
1741,8/23/2013,7-3-5,7-5-1,8-3-3
1742,8/24/2013,4-6-5,6-8-9,4-8-1
1743,8/25/2013,2-4-4,3-1-0,0-0-9
1744,8/26/2013,3-4-7,9-0-6,1-3-8
1745,8/27/2013,0-2-8,0-2-6,3-6-9
1746,8/28/2013,9-7-6,5-6-9,6-6-9
1747,8/29/2013,5-0-3,3-8-4,9-4-1
1748,8/30/2013,6-0-4,6-1-5,5-1-4
1749,8/31/2013,3-3-8,0-4-5,7-6-9
1750,SEPTEMBER,11AM,4PM,9PM
1751,9/1/2013,6-8-5,1-5-2,1-0-7
1752,9/2/2013,5-9-8,2-6-2,2-1-9
1753,9/3/2013,1-5-5,4-8-0,6-2-0
1754,9/4/2013,2-0-8,8-6-7,4-0-2
1755,9/5/2013,4-4-0,0-8-0,2-5-7
1756,9/6/2013,7-9-7,5-1-6,0-8-8
1757,9/7/2013,4-5-4,1-0-8,5-4-1
1758,9/8/2013,5-6-1,5-2-5,7-6-5
1759,9/9/2013,0-3-4,6-1-1,2-8-3
1760,9/10/2013,3-7-6,7-2-3,3-0-2
1761,9/11/2013,1-7-7,5-1-0,0-6-9
1762,9/12/2013,6-2-3,2-0-4,4-5-8
1763,9/13/2013,9-4-0,6-9-3,3-5-8
1764,9/14/2013,9-7-3,9-4-5,4-8-6
1765,9/15/2013,7-0-7,3-3-0,0-3-5
1766,9/16/2013,8-7-8,0-6-6,1-4-7
1767,9/17/2013,3-0-2,5-1-8,5-6-8
1768,9/18/2013,4-6-3,6-5-7,2-0-8
1769,9/19/2013,1-3-7,1-0-9,3-9-4
1770,9/20/2013,6-6-9,5-6-9,7-2-2
1771,9/21/2013,0-4-4,2-8-2,9-7-6
1772,9/22/2013,6-9-4,1-7-8,3-0-2
1773,9/23/2013,2-9-2,8-9-8,1-3-1
1774,9/24/2013,9-1-3,0-5-9,4-7-1
1775,9/25/2013,4-6-8,3-1-8,8-3-7
1776,9/26/2013,5-4-4,2-4-6,7-8-6
1777,9/27/2013,6-5-7,9-4-4,9-0-1
1778,9/28/2013,1-2-9,0-3-2,3-1-5
1779,9/29/2013,0-9-0,2-1-2,1-1-9
1780,9/30/2013,9-7-2,6-0-8,8-0-7
1781,OCTOBER,11AM,4PM,9PM
1782,10/1/2013,0-4-7,8-2-6,3-0-7
1783,10/2/2013,9-5-5,0-3-5,3-0-1
1784,10/3/2013,7-9-0,4-7-4,1-2-4
1785,10/4/2013,0-2-1,2-7-1,6-8-8
1786,10/5/2013,3-1-7,3-0-3,5-6-6
1787,10/6/2013,3-3-1,9-0-8,5-6-1
1788,10/7/2013,9-6-3,0-7-8,7-2-6
1789,10/8/2013,0-0-2,7-5-7,9-3-3
1790,10/9/2013,9-1-6,7-0-0,5-5-4
1791,10/10/2013,6-3-6,1-8-7,2-5-8
1792,10/11/2013,3-7-8,9-4-4,4-9-8
1793,10/12/2013,2-9-1,5-1-9,4-7-8
1794,10/13/2013,4-1-4,1-5-0,4-7-4
1795,10/14/2013,1-3-1,3-6-1,1-5-0
1796,10/15/2013,1-4-6,7-1-6,7-5-0
1797,10/16/2013,9-8-2,0-6-3,0-9-3
1798,10/17/2013,4-7-1,3-1-8,9-2-3
1799,10/18/2013,5-1-3,9-1-8,3-5-9
1800,10/19/2013,6-5-5,0-5-7,6-5-2
1801,10/20/2013,2-9-9,4-0-2,9-7-5
1802,10/21/2013,2-2-9,5-7-3,6-3-0
1803,10/22/2013,0-1-6,3-8-1,1-6-7
1804,10/23/2013,5-4-9,0-7-2,9-1-7
1805,10/24/2013,7-7-1,7-2-6,1-5-9
1806,10/25/2013,6-4-3,8-7-7,0-3-1
1807,10/26/2013,1-1-5,1-7-0,5-5-3
1808,10/27/2013,5-3-6,4-9-2,6-7-4
1809,10/28/2013,2-4-3,9-2-8,4-6-6
1810,10/29/2013,7-6-3,9-2-0,9-8-2
1811,10/30/2013,1-8-8,5-6-4,2-4-4
1812,10/31/2013,4-7-4,3-7-3,3-7-6
1813,NOVEMBER,11AM,4PM,9PM
1814,11/1/2013,2-7-2,1-8-6,2-6-8
1815,11/2/2013,0-4-0,6-7-9,7-6-7
1816,11/3/2013,9-9-9,7-5-0,9-1-0
1817,11/4/2013,5-9-4,4-2-0,4-7-2
1818,11/5/2013,4-3-9,6-0-6,2-7-8
1819,11/6/2013,1-6-4,0-5-7,3-2-0
1820,11/7/2013,8-1-0,4-4-9,4-1-4
1821,11/8/2013,6-7-6,5-4-4,5-9-1
1822,11/9/2013,1-7-5,7-3-0,6-5-4
1823,11/10/2013,4-2-0,0-4-7,6-9-1
1824,11/11/2013,4-8-0,9-7-1,4-6-5
1825,11/12/2013,7-8-9,9-1-6,6-7-5
1826,11/13/2013,3-0-0,9-8-9,9-5-7
1827,11/14/2013,1-0-6,9-6-9,3-7-3
1828,11/15/2013,2-2-3,3-3-1,0-2-6
1829,11/16/2013,4-8-8,7-5-6,3-2-4
1830,11/17/2013,4-6-1,0-9-5,1-2-1
1831,11/18/2013,7-0-3,4-6-8,7-4-6
1832,11/19/2013,5-9-8,3-9-7,6-6-7
1833,11/20/2013,0-9-8,0-7-1,8-0-2
1834,11/21/2013,7-9-4,3-7-2,1-6-3
1835,11/22/2013,9-6-0,5-8-8,8-7-7
1836,11/23/2013,1-6-9,0-2-6,5-7-0
1837,11/24/2013,0-5-7,6-1-9,0-6-8
1838,11/25/2013,0-8-0,7-0-2,5-5-2
1839,11/26/2013,8-2-0,3-8-7,5-5-1
1840,11/27/2013,2-5-2,2-3-7,7-4-4
1841,11/28/2013,4-4-3,2-7-5,6-8-2
1842,11/29/2013,5-7-1,0-6-9,1-5-1
1843,11/30/2013,6-6-1,4-9-1,0-0-0
1844,DECEMBER,11AM,4PM,9PM
1845,12/1/2013,7-0-6,8-9-8,2-3-5
1846,12/2/2013,2-0-1,2-6-0,3-6-7
1847,12/3/2013,6-9-6,7-9-8,4-8-1
1848,12/4/2013,8-5-3,1-2-7,3-9-2
1849,12/5/2013,7-2-2,8-0-5,2-6-4
1850,12/6/2013,3-2-4,9-1-5,1-3-9
1851,12/7/2013,1-7-0,3-3-5,3-1-3
1852,12/8/2013,4-8-0,4-9-7,5-8-0
1853,12/9/2013,7-1-1,8-6-0,9-7-2
1854,12/10/2013,6-3-1,9-8-6,9-4-4
1855,12/11/2013,4-7-8,4-4-7,8-2-5
1856,12/12/2013,8-7-1,6-6-4,5-1-8
1857,12/13/2013,1-7-1,6-7-9,9-9-5
1858,12/14/2013,1-5-9,2-1-4,9-2-3
1859,12/15/2013,5-1-1,3-3-8,0-0-8
1860,12/16/2013,8-8-4,9-3-3,4-6-9
1861,12/17/2013,6-3-7,0-0-1,8-3-8
1862,12/18/2013,4-5-9,1-3-3,7-3-3
1863,12/19/2013,2-3-5,1-7-5,1-6-0
1864,12/20/2013,4-9-5,7-4-8,5-6-3
1865,12/21/2013,7-1-3,5-1-9,8-5-9
1866,12/22/2013,9-4-7,1-3-0,3-5-9
1867,12/23/2013,3-8-4,8-4-9,1-1-1
1868,12/24/2013,6-3-9,0-6-2,3-6-9
1869,12/26/2013,1-9-1,1-2-4,9-0-8
1870,12/27/2013,5-8-3,6-4-6,1-8-3
1871,12/28/2013,8-2-5,9-5-6,8-6-2
1872,12/29/2013,7-3-4,2-1-3,3-9-7
1873,12/30/2013,0-4-2,3-7-2,4-4-6
1874,12/31/2013,9-1-0,9-7-1,8-5-9
1875,1/2/2014,5-8-4,8-2-3,9-8-6
1876,1/3/2014,6-5-7,7-9-8,6-3-6
1877,1/4/2014,3-0-5,8-4-5,9-3-9
1878,1/5/2014,8-8-6,9-3-6,4-2-6
1879,1/6/2014,3-0-7,6-8-4,5-4-3
1880,1/7/2014,1-9-4,0-0-1,4-8-0
1881,1/8/2014,2-1-5,7-4-3,4-4-5
1882,1/9/2014,1-3-2,6-1-8,3-9-4
1883,1/10/2014,6-2-6,5-0-7,0-7-4
1884,1/11/2014,3-1-8,7-1-1,0-5-1
1885,1/12/2014,6-0-1,8-7-9,8-6-0
1886,1/13/2014,1-5-5,1-0-6,9-8-0
1887,1/14/2014,0-4-6,8-4-7,2-1-7
1888,1/15/2014,3-7-9,0-3-8,8-6-7
1889,1/16/2014,0-9-6,1-6-0,8-7-4
1890,1/17/2014,2-5-7,0-7-9,9-3-6
1891,1/18/2014,6-0-9,2-7-2,6-7-6
1892,1/19/2014,6-5-4,2-5-5,0-9-9
1893,1/20/2014,5-2-8,1-9-9,5-8-0
1894,1/21/2014,2-8-3,1-2-4,4-6-3
1895,1/22/2014,0-4-7,8-5-3,8-5-6
1896,1/23/2014,7-5-0,9-8-9,1-7-3
1897,1/24/2014,8-8-9,6-5-4,2-9-6
1898,1/25/2014,7-2-1,9-6-9,7-1-7
1899,1/26/2014,1-9-7,5-8-2,4-1-8
1900,1/27/2014,1-3-8,2-0-4,1-8-7
1901,1/28/2014,6-5-7,7-5-7,7-6-1
1902,1/29/2014,7-4-5,8-4-5,7-0-8
1903,1/30/2014,8-7-5,0-3-5,9-7-7
1904,1/31/2014,7-3-7,8-7-9,1-6-0
1905,FEBRUARY,11AM,4PM,9PM
1906,2/1/2014,2-2-1,2-0-4,4-4-9
1907,2/2/2014,2-8-2,1-3-7,2-1-1
1908,2/3/2014,7-3-1,8-0-2,8-7-1
1909,2/4/2014,2-7-6,7-0-9,3-8-9
1910,2/5/2014,7-7-5,6-9-9,2-7-3
1911,2/6/2014,8-2-4,4-4-0,6-7-6
1912,2/7/2014,3-8-9,0-2-1,3-4-3
1913,2/8/2014,7-0-6,2-0-0,3-6-6
1914,2/9/2014,2-6-4,4-0-7,9-2-5
1915,2/10/2014,9-4-9,4-3-4,1-8-2
1916,2/11/2014,7-0-9,4-2-6,0-4-3
1917,2/12/2014,8-6-2,1-0-3,6-9-7
1918,2/13/2014,3-8-6,1-2-6,4-2-7
1919,2/14/2014,0-3-1,2-2-4,9-8-6
1920,2/15/2014,6-3-8,1-0-8,7-7-6
1921,2/16/2014,2-4-9,3-1-4,4-4-8
1922,2/17/2014,6-1-5,5-1-9,3-8-9
1923,2/18/2014,8-2-6,8-5-2,1-1-3
1924,2/19/2014,4-2-5,5-2-0,9-9-6
1925,2/20/2014,1-5-7,7-8-6,4-1-4
1926,2/21/2014,9-4-4,1-7-6,5-3-8
1927,2/22/2014,7-1-1,9-8-2,8-3-7
1928,2/23/2014,6-9-0,6-5-7,8-6-4
1929,2/24/2014,0-9-8,0-6-1,0-4-1
1930,2/25/2014,9-6-9,9-2-5,2-4-7
1931,2/26/2014,9-4-1,4-9-2,0-5-0
1932,2/27/2014,7-4-4,4-7-5,8-0-6
1933,2/28/2014,5-2-5,7-3-7,5-6-3
1934,MARCH,11AM,4PM,9PM
1935,3/1/2014,3-3-2,6-5-8,0-7-6
1936,3/2/2014,9-4-8,3-1-7,6-5-8
1937,3/3/2014,2-4-8,4-5-8,0-6-0
1938,3/4/2014,6-0-3,6-7-2,5-2-9
1939,3/5/2014,5-8-4,4-8-7,2-5-5
1940,3/6/2014,0-6-3,7-4-9,9-9-3
1941,3/7/2014,3-5-4,0-4-8,6-1-6
1942,3/8/2014,2-8-2,8-8-5,0-5-7
1943,3/9/2014,9-6-8,4-8-1,1-9-1
1944,3/10/2014,9-0-5,7-5-6,4-3-7
1945,3/11/2014,0-2-5,2-4-5,8-2-2
1946,3/12/2014,0-0-9,9-1-5,6-8-4
1947,3/13/2014,6-9-9,5-8-7,0-3-2
1948,3/14/2014,0-6-4,9-7-5,2-9-2
1949,3/15/2014,3-9-9,0-4-7,0-5-1
1950,3/16/2014,2-5-1,2-2-9,3-8-9
1951,3/17/2014,9-4-3,5-4-2,4-0-5
1952,3/18/2014,5-1-0,1-8-5,8-6-1
1953,3/19/2014,4-1-5,0-9-7,9-5-2
1954,3/20/2014,4-4-7,0-7-8,4-3-3
1955,3/21/2014,3-2-5,1-8-4,6-0-8
1956,3/22/2014,5-5-2,8-7-3,7-4-4
1957,3/23/2014,4-6-3,9-1-2,8-3-5
1958,3/24/2014,7-5-7,3-4-5,3-5-7
1959,3/25/2014,2-8-8,0-6-6,8-6-0
1960,3/26/2014,2-3-5,6-6-2,0-6-6
1961,3/27/2014,5-1-4,7-0-5,2-4-5
1962,3/28/2014,8-1-6,6-5-8,0-1-2
1963,3/29/2014,8-7-5,1-7-8,4-2-9
1964,3/30/2014,0-4-9,8-4-5,3-2-4
1965,3/31/2014,5-4-7,8-4-7,9-5-3
1966,APRIL,11AM,4PM,9PM
1967,4/1/2014,0-9-9,5-2-3,6-7-8
1968,4/2/2014,7-2-4,1-0-3,4-9-7
1969,4/3/2014,1-9-3,5-6-0,5-6-2
1970,4/4/2014,7-8-5,8-8-6,2-8-3
1971,4/5/2014,3-3-4,5-4-5,9-3-2
1972,4/6/2014,2-2-6,1-0-6,8-0-0
1973,4/7/2014,4-4-3,4-8-1,3-1-4
1974,4/8/2014,9-8-7,6-5-0,3-1-2
1975,4/9/2014,7-6-7,9-7-4,1-9-3
1976,4/10/2014,2-2-6,0-8-2,5-6-4
1977,4/11/2014,8-1-0,9-6-4,8-4-7
1978,4/12/2014,8-9-8,4-5-2,6-0-7
1979,4/13/2014,3-4-6,8-6-6,2-5-6
1980,4/14/2014,1-4-7,0-3-9,4-1-8
1981,4/15/2014,7-5-5,3-0-6,7-1-4
1982,4/16/2014,4-0-7,0-1-1,2-9-7
1983,4/21/2014,4-5-2,6-8-4,4-2-9
1984,4/22/2014,5-5-8,3-7-8,8-1-8
1985,4/23/2014,4-1-9,7-9-8,6-7-6
1986,4/24/2014,1-8-9,3-4-6,6-1-6
1987,4/25/2014,5-9-1,6-7-8,2-0-3
1988,4/26/2014,0-3-4,2-4-8,0-2-3
1989,4/27/2014,1-4-2,1-3-1,1-9-2
1990,4/28/2014,2-8-1,4-2-8,7-2-0
1991,4/29/2014,3-2-6,2-2-0,7-4-4
1992,4/30/2014,1-1-3,2-0-9,8-1-2
1993,MAY,11AM,4PM,9PM
1994,5/1/2014,5-6-8,3-2-8,2-0-0
1995,5/2/2014,7-0-4,7-6-3,8-4-7
1996,5/3/2014,3-6-8,1-3-0,2-7-1
1997,5/4/2014,8-3-7,6-1-8,5-9-8
1998,5/5/2014,6-1-1,2-6-7,3-2-5
1999,5/6/2014,6-6-5,0-9-1,3-0-3
2000,5/7/2014,8-0-7,4-2-0,6-0-7
2001,5/8/2014,0-2-3,4-1-1,0-2-1
2002,5/9/2014,0-0-6,5-9-7,4-7-1
2003,5/10/2014,2-1-8,5-2-8,2-8-6
2004,5/11/2014,5-9-5,8-8-9,9-5-9
2005,5/12/2014,5-8-6,0-5-5,8-6-5
2006,5/13/2014,3-2-2,4-6-4,7-8-0
2007,5/14/2014,9-4-3,1-0-4,7-8-0
2008,5/15/2014,8-6-3,2-0-6,3-5-6
2009,5/16/2014,9-9-8,8-5-6,2-9-1
2010,5/17/2014,1-0-6,3-2-2,4-7-7
2011,5/18/2014,3-5-8,9-3-2,6-9-9
2012,5/19/2014,8-5-0,7-9-4,1-3-0
2013,5/20/2014,1-5-3,4-5-9,9-1-8
2014,5/21/2014,0-6-2,6-0-3,9-2-5
2015,5/22/2014,1-3-4,5-3-8,6-0-8
2016,5/23/2014,4-5-1,1-5-7,6-0-7
2017,5/24/2014,9-2-3,4-8-9,9-8-9
2018,5/25/2014,7-1-5,1-8-2,3-2-0
2019,5/26/2014,4-6-0,2-3-0,5-5-7
2020,5/27/2014,4-4-1,0-5-2,2-0-9
2021,5/28/2014,9-4-4,7-9-1,4-1-8
2022,5/29/2014,0-6-2,9-6-9,9-8-9
2023,5/30/2014,4-5-3,7-9-1,2-6-9
2024,5/31/2014,6-1-5,6-0-5,2-8-4
2025,JUNE,11AM,4PM,9PM
2026,6/1/2014,5-8-6,1-0-4,1-0-3
2027,6/2/2014,4-8-6,0-1-4,1-5-3
2028,6/3/2014,0-7-7,8-1-8,1-0-7
2029,6/4/2014,7-7-4,1-6-9,0-8-1
2030,6/5/2014,7-2-0,5-1-3,3-8-9
2031,6/6/2014,6-1-3,3-6-3,6-2-4
2032,6/7/2014,2-7-7,8-6-0,9-9-4
2033,6/8/2014,3-3-0,4-8-1,3-8-0
2034,6/9/2014,8-2-6,7-5-2,0-3-0
2035,6/10/2014,6-4-9,4-3-3,6-3-8
2036,6/11/2014,2-6-1,2-1-3,4-7-1
2037,6/12/2014,8-5-8,7-7-8,6-4-4
2038,6/13/2014,0-8-1,8-3-5,1-1-9
2039,6/14/2014,9-4-7,0-5-5,8-9-3
2040,6/15/2014,7-6-9,2-1-8,1-6-1
2041,6/16/2014,9-2-1,6-5-1,9-8-2
2042,6/17/2014,4-3-2,8-5-8,1-3-8
2043,6/18/2014,7-2-3,8-0-8,2-0-5
2044,6/19/2014,2-0-7,8-8-4,9-7-3
2045,6/20/2014,3-2-5,1-4-3,3-9-8
2046,6/21/2014,6-7-2,6-9-8,2-3-2
2047,6/22/2014,2-5-6,9-2-4,0-3-9
2048,6/23/2014,2-7-0,9-7-1,6-2-3
2049,6/24/2014,2-6-4,6-1-5,4-8-0
2050,6/25/2014,1-0-8,6-6-6,7-6-8
2051,6/26/2014,2-4-5,7-0-3,3-6-8
2052,6/27/2014,6-7-7,4-8-2,3-8-6
2053,6/28/2014,2-2-5,2-2-1,3-1-2
2054,6/29/2014,3-5-2,4-3-3,7-4-3
2055,6/30/2014,6-2-3,6-0-6,9-4-3
2056,JULY,11AM,4PM,9PM
2057,7/1/2014,4-4-4,6-7-5,1-8-7
2058,7/2/2014,8-3-0,6-6-2,6-5-4
2059,7/3/2014,5-8-8,5-5-8,2-4-9
2060,7/4/2014,9-6-6,1-1-5,7-7-6
2061,7/5/2014,4-9-6,1-8-3,5-0-8
2062,7/6/2014,3-0-9,7-9-1,4-7-5
2063,7/7/2014,5-1-1,3-9-6,0-9-9
2064,7/8/2014,7-0-8,5-9-0,4-9-8
2065,7/9/2014,9-8-0,9-4-1,5-2-8
2066,7/10/2014,9-3-6,9-5-4,8-3-2
2067,7/11/2014,2-3-0,9-6-8,7-9-3
2068,7/12/2014,8-6-8,3-6-9,8-0-7
2069,7/13/2014,2-9-4,0-4-9,9-4-4
2070,7/14/2014,9-9-8,6-9-0,1-3-3
2071,7/15/2014,9-5-6,9-5-9,5-3-0
2072,7/16/2014,3-1-4,8-4-2,3-1-7
2073,7/17/2014,4-2-1,0-3-7,7-1-5
2074,7/18/2014,1-2-8,9-3-3,1-1-9
2075,7/19/2014,5-5-0,0-9-6,2-6-0
2076,7/20/2014,2-3-2,9-4-1,5-5-3
2077,7/21/2014,6-0-6,8-7-6,8-9-1
2078,7/22/2014,8-6-4,8-8-9,0-7-0
2079,7/23/2014,4-2-0,2-2-5,8-8-0
2080,7/24/2014,9-3-6,9-5-8,7-1-4
2081,7/25/2014,0-1-0,9-1-9,3-3-3
2082,7/26/2014,8-8-5,0-7-4,1-7-1
2083,7/27/2014,3-4-3,1-8-4,2-4-4
2084,7/28/2014,6-2-7,7-4-2,1-3-4
2085,7/29/2014,3-2-4,7-1-0,9-1-3
2086,7/30/2014,3-5-2,4-5-5,5-3-2
2087,7/31/2014,8-0-4,9-2-8,5-0-6
2088,AUGUST,11AM,4PM,9PM
2089,8/1/2014,9-1-0,4-9-2,1-1-6
2090,8/2/2014,2-2-2,8-7-3,8-6-0
2091,8/3/2014,5-4-6,0-6-7,5-5-3
2092,8/4/2014,2-3-3,4-9-6,3-1-2
2093,8/5/2014,0-8-2,7-8-1,2-6-6
2094,8/6/2014,7-1-3,8-6-5,9-2-7
2095,8/7/2014,5-0-4,6-5-7,0-8-3
2096,8/8/2014,7-1-6,6-1-0,6-3-1
2097,8/9/2014,7-7-1,3-9-9,6-5-9
2098,8/10/2014,2-6-3,9-4-8,4-8-0
2099,8/11/2014,6-3-9,2-2-0,3-6-4
2100,8/12/2014,9-1-6,2-3-0,4-2-1
2101,8/13/2014,4-8-3,6-1-1,1-7-7
2102,8/14/2014,3-1-3,7-6-9,6-0-5
2103,8/15/2014,7-3-8,6-6-8,6-4-7
2104,8/16/2014,4-2-9,4-8-9,0-8-6
2105,8/17/2014,0-5-3,1-1-6,7-0-7
2106,8/18/2014,1-4-8,1-0-0,1-0-1
2107,8/19/2014,8-3-3,0-9-6,4-7-5
2108,8/20/2014,5-0-2,8-0-2,2-9-1
2109,8/21/2014,8-1-6,9-9-8,1-1-3
2110,8/22/2014,4-5-0,5-8-0,4-1-9
2111,8/23/2014,4-2-5,2-5-7,2-4-9
2112,8/24/2014,7-0-1,7-3-6,0-7-5
2113,8/25/2014,6-6-4,7-5-9,6-9-3
2114,8/26/2014,2-2-3,1-2-8,0-0-4
2115,8/27/2014,7-4-8,5-2-4,7-7-8
2116,8/28/2014,5-3-2,3-1-3,1-1-1
2117,8/29/2014,3-9-2,9-9-6,0-3-7
2118,8/30/2014,8-6-5,4-6-2,3-3-8
2119,8/31/2014,5-2-6,3-6-0,0-4-0
2120,SEPTEMBER,11AM,4PM,9PM
2121,9/1/2014,6-6-6,1-1-6,8-8-1
2122,9/2/2014,1-1-6,8-0-4,2-7-9
2123,9/3/2014,1-5-0,6-1-5,5-6-5
2124,9/4/2014,0-8-3,4-1-7,2-1-2
2125,9/5/2014,7-9-0,0-3-9,8-9-5
2126,9/6/2014,6-4-2,3-4-2,2-5-2
2127,9/7/2014,6-1-2,7-1-6,2-7-3
2128,9/8/2014,8-2-5,0-7-7,7-8-9
2129,9/9/2014,6-1-1,5-0-7,1-6-8
2130,9/10/2014,7-0-8,7-0-3,8-6-3
2131,9/11/2014,1-4-4,0-1-3,3-2-0
2132,9/12/2014,9-5-7,8-6-1,9-9-9
2133,9/13/2014,1-5-9,4-0-4,7-4-2
2134,9/15/2014,7-5-3,4-7-9,6-1-9
2135,9/14/2014,9-5-8,0-6-3,5-2-8
2136,9/16/2014,2-5-4,1-5-0,0-9-1
2137,9/17/2014,2-0-0,2-8-8,7-0-3
2138,9/18/2014,0-4-6,4-7-8,5-4-1
2139,9/19/2014,1-0-8,1-4-3,3-6-1
2140,9/20/2014,6-3-6,9-7-2,8-9-0
2141,9/21/2014,5-9-0,3-7-6,6-5-4
2142,9/22/2014,6-5-6,8-1-7,9-3-3
2143,9/23/2014,3-0-3,7-3-0,8-2-1
2144,9/24/2014,4-4-2,5-4-0,7-3-5
2145,9/25/2014,8-1-4,5-6-3,6-0-5
2146,9/26/2014,0-7-4,2-3-2,3-7-1
2147,9/27/2014,6-9-1,4-3-9,5-3-0
2148,9/28/2014,7-4-5,8-4-5,6-9-9
2149,9/29/2014,7-9-2,1-1-1,6-3-5
2150,9/30/2014,2-4-6,1-7-3,5-7-4
2151,OCTOBER,11AM,4PM,9PM
2152,10/1/2014,3-2-1,8-0-0,2-7-1
2153,10/2/2014,1-2-6,1-1-1,1-8-4
2154,10/3/2014,1-5-1,0-1-9,2-6-2
2155,10/4/2014,3-0-8,8-8-9,3-6-0
2156,10/5/2014,6-6-2,5-9-7,1-8-1
2157,10/6/2014,5-7-3,3-6-0,5-2-1
2158,10/7/2014,4-4-9,7-1-6,8-8-4
2159,10/8/2014,2-0-3,2-2-1,4-0-1
2160,10/9/2014,0-5-1,9-5-3,1-6-1
2161,10/10/2014,2-9-0,3-6-7,1-8-7
2162,10/11/2014,0-7-2,6-5-5,1-9-7
2163,10/12/2014,3-0-9,5-5-3,5-8-0
2164,10/13/2014,3-8-4,6-3-4,1-9-7
2165,10/14/2014,2-0-6,7-5-3,9-1-4
2166,10/15/2014,0-6-4,9-1-8,4-3-5
2167,10/16/2014,6-7-1,3-0-2,8-5-0
2168,10/17/2014,4-8-6,3-4-8,0-7-5
2169,10/18/2014,5-2-6,4-4-5,7-6-0
